Date,Open,High,Low,Close,Adj Close,Volume
2021-05-11,140.869995,140.869995,138.320007,139.550003,135.267273,8821400
2021-05-12,138.869995,138.979996,135.910004,135.940002,131.768066,8666100
2021-05-13,136.229996,138.979996,135.759995,138.240005,133.997498,7158400
2021-05-14,138.809998,140.240005,138.429993,139.520004,135.23819,5363900
2021-05-17,140.0,140.399994,138.770004,138.889999,134.627533,6558600
2021-05-18,143.509995,144.580002,141.210007,141.910004,137.554871,19394600
2021-05-19,140.710007,143.720001,140.5,141.919998,137.56456,11624900
2021-05-20,141.5,142.869995,140.699997,142.419998,138.049225,10180300
2021-05-21,142.520004,143.080002,141.600006,141.75,137.39975,7642500
2021-05-24,141.759995,142.419998,141.360001,141.759995,137.40947,6315300
2021-05-25,141.800003,142.639999,141.070007,142.339996,137.971664,7168400
2021-05-26,142.389999,142.880005,141.759995,142.169998,137.80687,6431400
2021-05-27,143.350006,143.679993,141.690002,141.690002,137.341614,18859000
2021-05-28,141.929993,142.449997,141.639999,142.029999,137.671173,7062100
2021-06-01,142.210007,142.800003,141.270004,141.660004,137.312515,6922500
2021-06-02,141.389999,141.710007,140.089996,141.350006,137.012054,7766000
2021-06-03,141.389999,141.850006,140.75,141.600006,137.254364,6124800
2021-06-04,141.460007,142.289993,141.25,141.850006,137.496735,4545300
2021-06-07,141.850006,141.970001,140.389999,140.899994,136.575851,5543600
2021-06-08,140.509995,140.899994,139.809998,139.830002,135.538712,6706900
2021-06-09,139.339996,140.009995,139.029999,139.080002,134.811722,5695100
2021-06-10,139.080002,140.190002,139.080002,139.880005,135.587173,5459500
2021-06-11,140.229996,140.850006,139.860001,140.75,136.430466,8410800
2021-06-14,140.929993,140.929993,140.029999,140.559998,136.246277,5046900
2021-06-15,140.839996,140.910004,139.660004,140.0,135.703491,6442400
2021-06-16,139.850006,140.039993,136.970001,137.149994,132.940918,9598300
2021-06-17,137.0,138.350006,136.710007,137.720001,133.493439,6447300
2021-06-18,135.440002,136.389999,134.399994,135.169998,131.021698,14937600
2021-06-21,135.660004,136.75,135.350006,136.399994,132.213959,6925000
2021-06-22,136.229996,137.720001,136.229996,137.029999,132.824646,6369000
2021-06-23,136.5,136.990005,135.929993,135.960007,131.787476,6463500
2021-06-24,136.169998,137.240005,136.100006,136.910004,132.708328,7814700
2021-06-25,137.130005,138.860001,136.919998,138.529999,134.278595,9546900
2021-06-28,138.039993,138.639999,136.600006,138.100006,133.861816,5183000
2021-06-29,137.899994,138.470001,137.229996,137.300003,133.086319,11987500
2021-06-30,139.559998,142.580002,138.690002,141.020004,136.692184,15170400
2021-07-01,140.410004,141.25,139.009995,139.320007,135.044342,8782900
2021-07-02,139.350006,141.080002,139.350006,140.110001,135.810074,8760200
2021-07-06,139.899994,140.75,139.509995,139.940002,135.64534,6093100
2021-07-07,139.759995,141.190002,139.360001,139.710007,135.422394,8535800
2021-07-08,138.339996,140.649994,138.220001,139.589996,135.306076,7089000
2021-07-09,140.410004,140.839996,139.929993,140.300003,135.994278,5061800
2021-07-12,140.690002,140.789993,139.330002,140.050003,135.751938,6505000
2021-07-13,139.990005,141.179993,139.940002,140.580002,136.265701,6315900
2021-07-14,140.710007,141.800003,139.830002,141.550003,137.205917,6270700
2021-07-15,142.0,142.639999,141.089996,141.660004,137.312515,5991600
2021-07-16,141.699997,142.130005,140.949997,141.559998,137.215607,6031800
2021-07-19,141.410004,142.979996,139.770004,141.229996,136.895737,9127700
2021-07-20,140.970001,142.470001,140.779999,141.869995,137.516083,6340100
2021-07-21,142.5,142.539993,140.710007,141.169998,136.837585,6197300
2021-07-22,141.130005,142.119995,140.800003,141.270004,136.934479,4337800
2021-07-23,141.520004,142.720001,141.009995,142.429993,138.058899,5315800
2021-07-26,142.360001,143.860001,141.460007,142.630005,138.252792,6172400
2021-07-27,143.0,143.0,141.960007,142.639999,138.262436,5131900
2021-07-28,142.479996,143.25,141.660004,142.059998,137.700256,4690500
2021-07-29,142.639999,142.850006,142.020004,142.240005,137.874741,3687700
2021-07-30,141.199997,142.960007,141.199997,142.550003,138.175217,5444100
2021-08-02,142.830002,142.869995,141.669998,142.220001,137.855362,6652800
2021-08-03,142.440002,143.899994,142.360001,143.820007,139.406235,6305100
2021-08-04,143.380005,143.940002,142.740005,142.839996,138.456329,5100500
2021-08-05,144.229996,145.539993,143.990005,145.490005,141.024979,9001800
2021-08-06,146.210007,146.470001,144.949997,145.229996,140.772949,6421200
2021-08-09,145.910004,146.479996,145.399994,145.580002,141.112213,5270600
2021-08-10,146.970001,148.949997,146.25,148.679993,144.117096,12754000
2021-08-11,149.509995,151.580002,149.160004,150.009995,145.406235,13818600
2021-08-12,149.0,150.210007,148.809998,149.059998,145.01712,6089700
2021-08-13,149.380005,150.360001,149.160004,149.529999,145.47438,5327100
2021-08-16,149.679993,151.729996,149.039993,150.75,146.66127,15930500
2021-08-17,150.399994,152.5,149.100006,150.699997,146.612625,16983400
2021-08-18,150.550003,152.570007,149.020004,149.100006,145.056061,9403900
2021-08-19,148.330002,150.660004,148.0,150.110001,146.038635,7543500
2021-08-20,150.479996,151.720001,149.75,151.449997,147.342285,6466800
2021-08-23,151.529999,151.789993,150.410004,150.449997,146.369415,5388700
2021-08-24,150.5,150.5,148.699997,148.899994,144.86145,6276300
2021-08-25,148.410004,149.279999,148.029999,148.960007,144.919846,7307100
2021-08-26,147.470001,148.270004,146.669998,147.350006,143.353516,7822300
2021-08-27,147.509995,147.690002,146.179993,146.520004,142.546005,7696200
2021-08-30,146.419998,148.0,146.020004,147.699997,143.694,5480200
2021-08-31,147.990005,148.440002,147.240005,148.100006,144.083145,8359500
2021-09-01,147.559998,147.929993,146.570007,147.779999,143.771835,6352200
2021-09-02,148.119995,148.789993,147.690002,148.559998,144.530685,6672700
2021-09-03,148.199997,149.649994,147.899994,149.25,145.201965,5737300
2021-09-07,148.970001,149.169998,147.059998,147.270004,143.275696,8448400
2021-09-08,146.949997,148.320007,146.729996,147.460007,143.460526,6502800
2021-09-09,147.460007,147.610001,145.839996,146.419998,142.448715,7442900
2021-09-10,147.199997,147.240005,145.429993,145.889999,141.93309,5258400
2021-09-13,146.520004,147.149994,144.639999,145.059998,141.125595,6509800
2021-09-14,145.479996,145.880005,143.919998,144.300003,140.386246,5511300
2021-09-15,144.070007,144.75,143.789993,144.550003,140.629425,4950000
2021-09-16,144.440002,145.309998,143.690002,145.029999,141.096405,6142800
2021-09-17,144.139999,146.160004,144.020004,144.729996,140.804535,24344200
2021-09-20,143.5,145.190002,141.619995,142.740005,138.868561,8351500
2021-09-21,142.699997,144.580002,142.669998,143.020004,139.140961,5812500
2021-09-22,143.470001,143.600006,142.289993,142.690002,138.819901,5014800
2021-09-23,143.220001,143.630005,142.449997,142.770004,138.89772,5195100
2021-09-24,142.5,143.690002,142.490005,143.169998,139.286865,4453500
2021-09-27,142.869995,143.550003,141.839996,142.25,138.391815,7083600
2021-09-28,141.880005,142.070007,139.990005,140.5,136.689285,6860300
2021-09-29,140.649994,141.830002,140.320007,140.440002,136.63092,7125200
2021-09-30,140.639999,141.729996,139.25,139.380005,135.59967,7485900
2021-10-01,139.259995,139.630005,135.919998,137.050003,133.33287,10004800
2021-10-04,137.089996,138.229996,134.710007,135.729996,132.04863,9990100
2021-10-05,135.949997,137.710007,135.899994,136.619995,132.914536,6865800
2021-10-06,136.240005,137.789993,136.130005,137.619995,133.887405,6458900
2021-10-07,138.779999,140.699997,138.759995,139.240005,135.46347,7022700
2021-10-08,139.660004,140.089996,139.009995,139.660004,135.872086,4615800
2021-10-11,139.520004,140.779999,139.440002,139.529999,135.745605,4349400
2021-10-12,139.339996,140.410004,139.070007,139.380005,135.59967,5263100
2021-10-13,139.5,140.009995,138.130005,138.369995,134.617065,5979300
2021-10-14,138.5,140.070007,138.5,139.869995,136.07637,6594500
2021-10-15,140.619995,141.100006,139.960007,140.550003,136.737946,6912400
2021-10-18,140.0,142.009995,139.830002,141.679993,137.83728,6629000
2021-10-19,144.630005,145.610001,143.660004,144.690002,140.765656,11148100
2021-10-20,144.889999,146.490005,144.889999,146.0,142.0401,5817900
2021-10-21,146.580002,146.919998,145.809998,146.809998,142.828125,4651500
2021-10-22,147.100006,149.690002,147.100006,148.339996,144.31662,7065200
2021-10-25,148.779999,150.520004,148.009995,150.059998,145.989975,6429300
2021-10-26,150.0,150.550003,148.460007,148.75,144.715546,5806200
2021-10-27,148.960007,149.020004,147.389999,147.529999,143.52861,4855200
2021-10-28,148.339996,148.979996,147.710007,148.449997,144.42366,4199500
2021-10-29,147.910004,150.100006,147.559998,149.419998,145.367371,7340900
2021-11-01,149.979996,150.75,149.350006,149.789993,145.72731,4183200
2021-11-02,149.970001,150.179993,149.279999,149.720001,145.659241,4546300
2021-11-03,149.600006,150.289993,149.029999,150.179993,146.10672,4736500
2021-11-04,150.179993,151.850006,149.830002,151.279999,147.176926,5049700
2021-11-05,152.0,152.0,149.619995,150.229996,146.15538,5027300
2021-11-08,150.220001,150.509995,148.729996,149.270004,145.22142,5124400
2021-11-09,149.520004,149.869995,148.869995,149.789993,145.72731,5000600
2021-11-10,148.729996,149.619995,147.979996,148.440002,144.41394,5601200
2021-11-11,148.770004,148.990005,148.190002,148.5,144.47229,4534400
2021-11-12,149.0,149.240005,147.539993,147.759995,143.752365,6104600
2021-11-15,148.149994,148.449997,146.399994,146.910004,142.925415,9632000
2021-11-16,145.100006,146.679993,142.300003,143.169998,139.286865,24662200
2021-11-17,143.160004,144.720001,141.820007,141.940002,138.090225,11038700
2021-11-18,142.139999,143.289993,140.860001,143.160004,139.277176,8131400
2021-11-19,143.619995,144.0,141.940002,142.389999,138.52803,9373100
2021-11-22,142.660004,145.360001,142.0,144.779999,140.85321,9708800
2021-11-23,144.25,145.979996,143.25,145.809998,141.85527,9969300
2021-11-24,145.729996,147.059998,145.639999,146.539993,142.56546,6029800
2021-11-26,146.440002,147.880005,144.419998,144.899994,140.96994,7013200
2021-11-29,145.0,145.25,142.229996,142.630005,138.761536,11013200
2021-11-30,141.479996,142.5,140.009995,140.630005,136.815781,21606300
2021-12-01,140.509995,140.720001,137.039993,137.139999,133.420425,12207100
2021-12-02,137.630005,138.440002,135.240005,135.470001,131.795731,13268600
2021-12-03,135.860001,137.880005,135.289993,137.509995,133.78038,14714200
2021-12-06,137.559998,139.360001,137.100006,139.0,135.229965,10863100
2021-12-07,139.600006,139.830002,138.089996,138.550003,134.792175,12579700
2021-12-08,138.059998,138.5,136.009995,137.149994,133.43013,11498800
2021-12-09,136.630005,138.570007,135.710007,138.5,135.286072,10783900
2021-12-10,138.339996,141.300003,137.570007,141.029999,137.757339,12858500
2021-12-13,140.240005,143.75,140.009995,143.570007,140.238388,18013100
2021-12-14,143.300003,145.279999,142.149994,144.940002,141.57663,15573800
2021-12-15,145.210007,146.470001,143.399994,145.770004,142.38736,11163300
2021-12-16,145.770004,146.529999,142.889999,143.339996,140.013748,13023200
2021-12-17,142.75,143.949997,138.389999,138.75,135.530243,26193700
2021-12-20,138.119995,139.75,137.600006,139.199997,135.969803,10339300
2021-12-21,138.899994,139.860001,138.009995,139.619995,136.380051,8206800
2021-12-22,139.899994,139.990005,138.529999,139.800003,136.555893,5676000
2021-12-23,139.800003,140.160004,138.850006,139.490005,136.253098,5864200
2021-12-27,139.600006,140.869995,139.570007,140.759995,137.493607,5346900
2021-12-28,140.600006,142.970001,140.600006,142.779999,139.466751,5261000
2021-12-29,142.660004,143.529999,142.320007,142.710007,139.398361,4348400
2021-12-30,143.259995,143.699997,142.479996,143.169998,139.847687,4983000
2021-12-31,143.199997,145.039993,142.919998,144.690002,141.332428,5982600
2022-01-03,144.0,144.789993,143.009995,144.649994,141.29335,6902200
2022-01-04,144.039993,145.139999,141.759995,142.0,138.704834,11310000
2022-01-05,142.850006,145.949997,142.740005,143.919998,140.580292,11806000
2022-01-06,143.619995,144.639999,142.399994,143.520004,140.189575,7276300
2022-01-07,143.5,145.360001,142.960007,144.889999,141.527771,6574500
2022-01-10,145.440002,145.589996,143.119995,144.610001,141.254272,7577200
2022-01-11,144.210007,144.619995,143.179993,144.199997,140.853806,7222900
2022-01-12,143.679993,143.960007,143.0,143.440002,140.111435,6315600
2022-01-13,143.429993,145.679993,143.110001,145.470001,142.09433,8084200
2022-01-14,144.220001,146.630005,144.220001,145.059998,141.693832,8955800
2022-01-18,144.410004,144.699997,142.130005,142.520004,139.212784,7041300
2022-01-19,142.539993,144.990005,141.919998,143.940002,140.599823,7558000
2022-01-20,142.350006,144.460007,141.070007,141.220001,137.942932,7462400
2022-01-21,141.220001,142.259995,140.059998,140.190002,136.936859,9169400
2022-01-24,139.070007,140.529999,137.309998,140.199997,136.946594,9566400
2022-01-25,139.990005,140.369995,136.809998,137.149994,133.967392,9826500
2022-01-26,137.339996,138.789993,135.160004,135.75,132.599869,8728500
2022-01-27,136.919998,139.080002,135.369995,135.839996,132.68779,9253000
2022-01-28,136.0,137.570007,133.949997,137.520004,134.328796,8377300
2022-01-31,137.089996,140.039993,136.699997,139.809998,136.565659,6731200
2022-02-01,139.210007,141.149994,138.990005,140.910004,137.640137,6774400
2022-02-02,141.0,141.639999,140.149994,140.850006,137.581528,6049900
2022-02-03,140.259995,141.990005,139.770004,140.990005,137.718292,6913700
2022-02-04,140.889999,141.0,138.350006,139.330002,136.096786,7345500
2022-02-07,140.059998,140.070007,137.610001,137.960007,134.758606,6670100
2022-02-08,138.320007,139.240005,137.509995,137.990005,134.787918,6486300
2022-02-09,138.5,138.789993,137.470001,137.690002,134.494858,7157900
2022-02-10,136.550003,137.009995,135.460007,136.080002,132.922226,9270200
2022-02-11,136.820007,137.179993,134.169998,135.330002,132.189621,7911100
2022-02-14,135.330002,135.960007,132.710007,133.949997,130.84166,9787800
2022-02-15,134.740005,135.669998,133.789993,134.369995,131.251877,7274800
2022-02-16,134.330002,134.880005,132.699997,133.529999,130.431381,9496900
2022-02-17,134.0,139.470001,133.779999,138.880005,135.657242,17943800
2022-02-18,138.100006,139.589996,137.160004,137.990005,134.787918,10367800
2022-02-22,137.770004,138.240005,135.940002,136.449997,133.28363,8460300
2022-02-23,136.860001,137.190002,134.839996,135.050003,131.916122,7010300
2022-02-24,133.910004,135.009995,132.009995,134.529999,131.408188,10572500
2022-02-25,134.809998,136.779999,134.089996,136.380005,133.215256,8332600
2022-02-28,135.0,136.070007,133.770004,135.160004,132.02356,8762200
2022-03-01,135.869995,137.889999,135.020004,135.990005,132.83429,8008300
2022-03-02,135.660004,136.830002,135.179993,136.160004,133.000351,7954600
2022-03-03,137.289993,140.470001,136.550003,139.289993,136.057709,9961700
2022-03-04,137.809998,142.940002,137.589996,142.820007,139.505829,11858800
2022-03-07,141.300003,143.630005,140.449997,141.669998,138.382507,15290000
2022-03-08,141.5,142.460007,138.580002,138.740005,135.520493,9435200
2022-03-09,140.0,140.240005,138.139999,139.460007,136.223801,7374300
2022-03-10,139.490005,143.0,139.009995,142.630005,139.320221,9170900
2022-03-11,142.300003,144.050003,141.880005,142.070007,138.773224,6387400
2022-03-14,142.020004,144.850006,141.990005,144.050003,140.70726,7548800
2022-03-15,144.529999,146.149994,143.850006,145.779999,142.39711,7624200
2022-03-16,145.389999,146.940002,143.699997,145.350006,141.977097,8205300
2022-03-17,144.449997,145.300003,142.649994,145.009995,142.19281,6341000
2022-03-18,145.179993,145.570007,144.110001,145.440002,142.614471,10411100
2022-03-21,145.429993,147.289993,143.619995,144.229996,141.427979,7116900
2022-03-22,144.610001,144.970001,142.979996,143.800003,141.006348,6745000
2022-03-23,143.139999,143.729996,141.520004,141.949997,139.192276,6541800
2022-03-24,142.389999,143.910004,141.880005,142.830002,140.055161,4480300
2022-03-25,143.449997,143.929993,142.259995,143.449997,140.663116,4695100
2022-03-28,143.5,146.059998,143.300003,146.0,143.163589,6701900
2022-03-29,146.600006,148.100006,146.25,147.229996,144.36969,6644800
2022-03-30,147.130005,150.179993,147.039993,149.869995,146.958405,8330500
2022-03-31,148.789993,150.539993,148.179993,148.919998,146.026871,9054600
2022-04-01,149.660004,151.270004,148.839996,151.009995,148.076263,6979900
2022-04-04,150.910004,153.199997,150.080002,151.039993,148.105682,8444200
2022-04-05,150.880005,153.330002,150.880005,151.470001,148.527328,6219300
2022-04-06,151.020004,155.419998,150.5,154.990005,151.978958,9339500
2022-04-07,155.100006,157.539993,154.440002,156.539993,153.49884,9029400
2022-04-08,156.910004,158.410004,156.210007,157.410004,154.351944,7764800
2022-04-11,156.970001,158.240005,153.630005,154.289993,151.292542,8237600
2022-04-12,154.240005,155.399994,152.550003,153.229996,150.253143,8920400
2022-04-13,153.449997,157.789993,153.350006,157.220001,154.165604,9761500
2022-04-14,157.110001,158.289993,156.429993,157.080002,154.02832,7453500
2022-04-18,156.75,157.979996,155.210007,155.880005,152.851669,4890600
2022-04-19,156.669998,157.949997,156.039993,157.649994,154.587265,5285000
2022-04-20,158.350006,160.350006,158.289993,159.630005,156.528809,6607200
2022-04-21,159.919998,160.770004,159.070007,159.869995,156.76413,6056100
2022-04-22,160.25,160.360001,156.660004,156.860001,153.812607,7015400
2022-04-25,156.369995,157.470001,154.350006,156.940002,153.891068,6019200
2022-04-26,156.369995,158.130005,155.199997,155.300003,152.282913,6533700
2022-04-27,155.529999,156.199997,154.020004,154.240005,151.243515,5832300
2022-04-28,155.229996,156.979996,154.100006,156.210007,153.175247,4985300
2022-04-29,155.809998,156.220001,152.710007,152.990005,150.017807,7029600
2022-05-02,154.960007,154.990005,150.320007,151.979996,149.02742,6672000
2022-05-03,152.429993,154.279999,151.779999,152.509995,149.547104,5983500
2022-05-04,152.029999,154.820007,151.509995,154.619995,151.616104,6674200
2022-05-05,153.639999,153.830002,151.399994,152.740005,150.317062,7744800
2022-05-06,151.710007,153.949997,148.270004,149.559998,147.1875,11419400
2022-05-09,148.470001,153.100006,148.190002,151.309998,148.90976,9402400
2022-05-10,151.429993,152.289993,148.559998,149.179993,146.813538,8287100
2022-05-11,149.399994,150.75,146.910004,147.619995,145.278275,9292900
2022-05-12,147.860001,150.149994,146.520004,147.479996,145.140488,8414800
2022-05-13,147.710007,148.380005,146.139999,148.050003,145.701462,6654100
2022-05-16,149.380005,149.729996,146.460007,148.210007,145.858932,7149700
2022-05-17,136.429993,137.440002,130.639999,131.350006,129.266373,44313400
2022-05-18,128.029999,128.270004,121.529999,122.43,120.487877,34751000
2022-05-19,120.870003,121.790001,118.599998,119.07,117.181183,23669500
2022-05-20,119.639999,120.839996,117.269997,119.199997,117.309113,16452000
2022-05-23,119.919998,123.769997,119.860001,122.599998,120.655182,14560300
2022-05-24,121.209999,124.550003,121.080002,124.129997,122.160919,11528300
2022-05-25,124.0,124.669998,122.599998,123.370003,121.412971,9040600
2022-05-26,125.300003,126.400002,124.400002,126.0,124.001244,9399200
2022-05-27,125.489998,128.619995,125.309998,128.479996,126.441895,8433300
2022-05-31,127.459999,129.899994,127.419998,128.630005,126.589523,12304100
2022-06-01,128.5,128.919998,124.68,125.449997,123.459969,9511600
2022-06-02,125.57,127.529999,124.330002,127.510002,125.487289,7738100
2022-06-03,126.669998,127.419998,125.089996,125.32,123.332039,6100900
2022-06-06,125.82,126.300003,124.589996,124.870003,122.889183,6618500
2022-06-07,121.239998,123.489998,120.879997,123.370003,121.412971,15902600
2022-06-08,122.349998,123.910004,121.949997,122.300003,120.359947,7507600
2022-06-09,122.0,124.349998,120.989998,121.019997,119.100243,6626700
2022-06-10,119.75,122.739998,119.339996,121.699997,119.769455,8412700
2022-06-13,119.739998,121.239998,119.089996,119.410004,117.515785,8299300
2022-06-14,119.129997,120.0,118.169998,119.459999,117.564995,7181400
2022-06-15,119.970001,120.410004,117.900002,119.379997,117.486252,8638000
2022-06-16,118.349998,121.760002,118.230003,120.620003,118.706581,10235600
2022-06-17,120.019997,120.879997,117.970001,118.290001,116.413544,12279600
2022-06-21,118.300003,122.779999,118.220001,122.169998,120.232002,7972200
2022-06-22,122.099998,123.25,120.589996,120.690002,118.775482,6745000
2022-06-23,121.75,123.959999,121.199997,123.620003,121.659004,6013600
2022-06-24,124.089996,125.309998,123.160004,123.720001,121.757423,10615300
2022-06-27,123.779999,124.739998,122.790001,124.120003,122.151077,6629700
2022-06-28,124.660004,125.57,122.290001,122.370003,120.428833,5133000
2022-06-29,122.889999,123.349998,120.970001,121.919998,119.98597,6370500
2022-06-30,120.879997,122.059998,119.889999,121.580002,119.651367,6388700
2022-07-01,121.940002,122.919998,121.160004,122.629997,120.684708,5820300
2022-07-05,122.209999,124.510002,121.610001,124.25,122.279007,6072700
2022-07-06,124.480003,126.279999,124.300003,125.129997,123.14505,7100000
2022-07-07,125.190002,125.529999,124.120003,125.32,123.332039,5829100
2022-07-08,125.82,126.610001,125.150002,125.400002,123.410767,4917000
2022-07-11,125.019997,126.330002,124.620003,125.449997,123.459969,3844300
2022-07-12,125.110001,127.129997,124.720001,125.07,123.086006,4577400
2022-07-13,124.440002,126.459999,123.910004,125.370003,123.381248,4229700
2022-07-14,124.160004,128.320007,124.139999,127.82,125.792374,6968500
2022-07-15,128.800003,130.270004,128.050003,129.070007,127.022545,7061400
2022-07-18,128.649994,130.300003,128.259995,128.770004,126.727318,4747900
2022-07-19,129.389999,129.960007,128.600006,129.559998,127.504768,5665100
2022-07-20,130.509995,131.309998,129.5,130.639999,128.567627,6188300
2022-07-21,130.679993,132.559998,130.5,132.550003,130.447342,6254900
2022-07-22,132.539993,133.389999,131.229996,132.210007,130.112747,4538800
2022-07-25,132.389999,132.699997,131.460007,132.020004,129.925766,6845100
2022-07-26,121.129997,122.690002,120.059998,121.980003,120.045021,31797200
2022-07-27,121.239998,126.769997,121.029999,126.589996,124.581879,14053200
2022-07-28,126.269997,130.509995,126.269997,129.75,127.691757,11087400
2022-07-29,128.320007,132.259995,128.009995,132.050003,129.955276,10047300
2022-08-01,131.059998,134.229996,131.0,132.539993,130.437515,8332100
2022-08-02,133.149994,133.710007,131.399994,132.679993,130.575272,6565000
2022-08-03,132.160004,132.940002,129.860001,130.5,128.429871,10667700
2022-08-04,130.669998,130.800003,125.330002,125.57,123.578064,17702000
2022-08-05,125.510002,126.809998,125.120003,126.580002,124.572052,10669000
2022-08-08,126.650002,128.210007,126.610001,127.610001,125.585709,6058400
2022-08-09,127.889999,128.970001,127.209999,128.869995,126.825714,6441700
2022-08-10,130.0,130.149994,128.389999,129.139999,127.091446,8417000
2022-08-11,129.699997,130.369995,128.600006,129.820007,128.317093,7951500
2022-08-12,130.0,132.839996,129.820007,132.220001,130.689301,8875000
2022-08-15,131.630005,133.570007,131.360001,132.600006,131.064911,8838700
2022-08-16,138.899994,140.929993,138.190002,139.369995,137.756516,30591100
2022-08-17,138.570007,142.720001,138.399994,139.520004,137.9048,13930700
2022-08-18,139.529999,140.419998,138.5,139.070007,137.460007,6399200
2022-08-19,138.919998,139.070007,136.910004,137.020004,135.433731,7639600
2022-08-22,136.199997,136.720001,134.440002,134.570007,133.012085,6222400
2022-08-23,134.610001,134.960007,133.210007,134.0,132.448685,5651700
2022-08-24,134.350006,135.289993,133.600006,134.970001,133.407455,5255500
2022-08-25,135.279999,135.990005,135.029999,135.869995,134.297028,6471500
2022-08-26,136.110001,136.830002,131.509995,131.600006,130.076477,7110600
2022-08-29,130.830002,133.869995,130.589996,132.880005,131.34166,5793900
2022-08-30,133.339996,133.649994,131.740005,132.479996,130.946289,4822700
2022-08-31,132.779999,133.789993,131.929993,132.550003,131.015472,7486900
2022-09-01,132.539993,135.139999,132.399994,134.479996,132.923126,7247300
2022-09-02,134.850006,135.669998,132.440002,133.0,131.460266,5744800
2022-09-06,133.050003,133.619995,130.720001,132.339996,130.807907,7299900
2022-09-07,133.059998,135.970001,132.740005,135.740005,134.168549,5686300
2022-09-08,135.399994,136.869995,134.880005,136.429993,134.85054,5652000
2022-09-09,136.300003,137.5,136.130005,136.839996,135.255814,5380200
2022-09-12,137.080002,138.25,136.970001,138.070007,136.471588,4761500
2022-09-13,136.860001,137.949997,134.809998,135.220001,133.654572,5895800
2022-09-14,135.630005,136.529999,134.100006,134.919998,133.358032,6644900
2022-09-15,135.050003,135.149994,132.970001,133.470001,131.92482,6729800
2022-09-16,132.0,134.550003,131.279999,133.190002,131.648056,13958100
2022-09-19,132.820007,134.759995,132.470001,134.330002,132.774872,5617700
2022-09-20,133.479996,133.880005,132.539993,133.550003,132.003906,4654500
2022-09-21,135.440002,137.449997,134.619995,134.770004,133.209778,8301200
2022-09-22,134.570007,134.720001,132.839996,133.389999,131.845764,5581500
2022-09-23,132.869995,133.179993,128.770004,130.059998,128.554291,9065100
2022-09-26,128.75,132.139999,128.270004,131.309998,129.789841,7670400
2022-09-27,132.229996,133.429993,130.300003,130.949997,129.433975,5723900
2022-09-28,131.410004,133.649994,129.720001,133.110001,131.569,5612800
2022-09-29,133.5,134.119995,131.630005,132.25,130.718948,5080500
2022-09-30,132.240005,132.360001,129.699997,129.699997,128.198471,6534100
2022-10-03,130.240005,132.789993,130.009995,132.529999,130.995712,5858300
2022-10-04,133.860001,135.199997,133.369995,134.25,132.695801,5378100
2022-10-05,133.759995,134.619995,132.509995,132.919998,131.38118,4851300
2022-10-06,133.080002,134.479996,131.580002,131.679993,130.155533,4733500
2022-10-07,131.309998,131.649994,128.070007,128.559998,127.071671,5693500
2022-10-10,129.529999,129.929993,128.279999,129.320007,127.822868,3803900
2022-10-11,129.509995,133.800003,129.460007,132.669998,131.134079,7092000
2022-10-12,133.009995,134.770004,130.970001,131.169998,129.651443,5649200
2022-10-13,129.279999,132.940002,128.369995,132.279999,130.748611,6848500
2022-10-14,132.440002,133.220001,130.050003,130.429993,128.919998,5547000
2022-10-17,130.960007,132.830002,130.589996,131.369995,129.849136,5937500
2022-10-18,133.429993,135.100006,133.330002,134.139999,132.587067,5614100
2022-10-19,134.330002,134.729996,132.970001,133.759995,132.211456,3779800
2022-10-20,133.979996,135.399994,133.649994,134.089996,132.537643,4251600
2022-10-21,134.809998,137.410004,134.0,136.800003,135.216263,6044900
2022-10-24,137.449997,140.479996,137.130005,139.410004,137.796066,6268900
2022-10-25,139.089996,140.440002,138.320007,140.070007,138.448425,5017100
2022-10-26,140.360001,142.039993,139.820007,141.139999,139.506027,6918100
2022-10-27,141.009995,142.100006,140.289993,140.729996,139.100769,5534300
2022-10-28,140.050003,142.899994,140.039993,142.509995,140.860168,4549400
2022-10-31,142.339996,143.070007,141.770004,142.330002,140.682251,7524000
2022-11-01,142.970001,143.550003,141.5,141.690002,140.049667,4938100
2022-11-02,141.160004,143.570007,140.699997,140.75,139.120544,5174000
2022-11-03,139.509995,141.710007,139.080002,140.720001,139.090897,3658800
2022-11-04,142.029999,142.210007,138.789993,140.970001,139.337997,4889800
2022-11-07,141.259995,142.970001,141.259995,142.449997,140.800858,3788000
2022-11-08,142.580002,144.070007,141.509995,142.789993,141.136917,5022800
2022-11-09,142.759995,143.160004,139.210007,139.470001,137.855362,5310700
2022-11-10,142.509995,142.690002,140.5,142.360001,140.711899,6770200
2022-11-11,142.669998,143.119995,139.990005,142.580002,140.929352,6423600
2022-11-14,141.639999,143.320007,138.270004,138.389999,136.787872,12508600
2022-11-15,145.610001,150.270004,144.550003,147.440002,145.733093,25516200
2022-11-16,147.880005,150.199997,147.119995,148.5,146.780838,10864400
2022-11-17,147.009995,148.729996,146.710007,148.0,146.286606,8263800
2022-11-18,149.669998,150.240005,148.770004,150.229996,148.490784,6329000
2022-11-21,150.610001,152.139999,150.190002,151.149994,149.400146,7052400
2022-11-22,152.0,152.449997,151.119995,151.690002,149.933899,5632800
2022-11-23,152.080002,153.369995,151.880005,152.419998,150.655441,5640200
2022-11-25,152.119995,153.089996,151.860001,153.070007,151.297928,2925800
